City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
386,plettenberg bay,0,ZA,1526325758,100,-34.05,23.37,60.68,2.04
387,laguna,5,MX,1526323200,20,27.52,-110.01,93.2,5.82
388,serik,0,TR,1526322000,73,36.92,31.1,69.8,2.04
389,callaway,1,US,1526325300,38,46.98,-95.91,78.8,8.05
390,kargopol,0,RU,1526325759,57,61.51,38.95,66.89,2.71
391,inyonga,8,TZ,1526325760,80,-6.72,32.06,68.24,5.5
392,amazar,68,RU,1526325760,85,53.86,120.88,38.18,2.82
393,velikiy ustyug,0,RU,1526325760,34,60.76,46.3,56.36,5.61
394,lixourion,20,GR,1526320200,88,38.2,20.43,68.0,10.29
395,tongren,56,CN,1526325760,66,27.72,109.18,78.59,11.32
396,at-bashi,64,KG,1526325507,89,41.17,75.81,41.24,0.69
397,samarai,80,PG,1526325761,100,-10.62,150.67,80.84,9.64
398,san rafael,20,AR,1526325761,33,-34.61,-68.33,66.17,4.61
399,bulgan,0,MN,1526325761,83,48.81,103.53,44.39,5.17
400,matagami,24,NG,1526325762,85,9.67,8.4,75.35,3.15
401,dawei,0,MM,1526325763,92,14.07,98.19,75.53,1.81
402,awallan,24,PH,1526325763,94,17.92,121.91,75.17,3.6
403,agucadoura,0,PT,1526322600,82,41.43,-8.78,60.8,16.11
404,turiacu,12,BR,1526325763,71,-5.01,-63.0,90.11,3.94
405,coahuayana,0,MX,1526325763,58,18.62,-100.35,82.28,2.93
406,fairview heights,40,US,1526324160,45,38.59,-89.99,89.6,9.17
407,prince rupert,20,CA,1526320800,71,54.32,-130.32,51.8,6.93
408,terra santa,56,BR,1526325764,95,-2.1,-56.49,79.58,4.38
409,carauari,56,BR,1526325764,72,-4.88,-66.9,86.87,3.6
410,port-cartier,75,CA,1526324400,44,50.03,-66.88,60.8,14.99
411,luwingu,0,ZM,1526325764,43,-10.26,29.92,72.02,4.94
412,jega,0,NG,1526325765,43,12.22,4.38,93.26,4.94
413,pipri,0,IN,1526325765,66,24.21,83.02,78.14,3.15
414,margate,75,AU,1526325360,93,-43.03,147.26,48.2,10.29
415,borovoy,36,RU,1526325765,63,63.23,52.89,41.69,5.17
416,kearney,90,US,1526323200,82,40.7,-99.08,66.2,5.82
417,sisimiut,80,GL,1526325766,99,66.94,-53.67,28.82,2.82
418,rio grande,0,BR,1526324400,60,-32.03,-52.1,75.2,5.82
419,padang,76,ID,1526325477,100,-0.92,100.36,81.29,6.51
420,kondopoga,0,RU,1526324400,51,62.21,34.27,59.0,3.38
421,cocal,40,BR,1526324400,74,-3.47,-41.56,87.8,12.75
422,port blair,0,IN,1526325766,100,11.67,92.75,86.42,3.94
423,san andres,68,PH,1526325767,100,13.32,122.68,83.0,5.73
424,kholm,20,RU,1526325767,50,57.15,31.18,68.24,3.71
425,flinders,0,AU,1526324400,87,-34.58,150.85,50.0,11.41
426,binga,0,ZW,1526325767,70,-17.62,27.34,72.56,2.48
427,san carlos de bariloche,75,AR,1526320800,65,-41.13,-71.31,44.6,19.46
428,esso,0,RU,1526325767,89,55.93,158.7,30.98,1.36
429,manavalakurichi,40,IN,1526322600,79,8.13,77.3,84.2,4.7
430,kovur,76,IN,1526325768,70,14.5,79.99,83.9,8.41
431,tacoronte,40,ES,1526322600,77,28.48,-16.41,68.0,16.11
432,turukhansk,68,RU,1526325768,83,65.8,87.96,18.56,3.38
433,montague,20,CA,1526324400,37,46.17,-62.65,66.2,19.46
434,ilulissat,75,GL,1526323800,86,69.22,-51.1,30.2,4.7
435,tabou,80,CI,1526325768,100,4.42,-7.36,81.11,10.76
436,campana,75,PA,1526324400,88,8.72,-79.89,80.6,8.05
437,honiara,20,SB,1526320800,100,-9.43,159.96,73.4,2.24
438,beira,20,ES,1526322600,76,43.2,-8.36,57.2,10.29
439,biak,20,ID,1526325769,100,-0.91,122.88,76.07,2.93
440,mana,40,RS,1526322600,87,43.52,20.24,60.8,8.05
441,axim,56,GH,1526325656,100,4.87,-2.24,81.11,11.43
442,murchison,20,AU,1526325770,85,-36.62,145.22,40.7,5.17
443,beisfjord,0,NO,1526323800,59,68.38,17.6,60.8,5.82
444,santiago del estero,0,AR,1526325614,64,-27.8,-64.26,79.67,10.65
445,oussouye,0,SN,1526320800,78,12.49,-16.54,84.2,11.41
446,pindushi,8,RU,1526325770,33,62.92,34.58,64.82,5.61
447,ashqelon,0,IL,1526323800,68,31.67,34.57,69.8,6.93
448,townsville,0,AU,1526324400,77,-19.26,146.82,59.0,5.82
449,popondetta,80,PG,1526325771,94,-8.77,148.24,70.76,1.36
450,stromness,90,CA,1526324400,68,42.87,-79.55,69.8,13.87
451,awbari,92,LY,1526325771,28,26.59,12.77,82.01,3.94
452,hai duong,0,VN,1526324400,94,20.94,106.32,75.2,4.7
453,sibu,75,MY,1526324400,100,2.29,111.83,77.0,5.82
454,mirnyy,24,RU,1526325771,37,56.57,36.46,66.98,6.4
455,manacapuru,76,BR,1526325652,89,-3.3,-60.62,82.91,2.82
456,coihaique,90,CL,1526324400,75,-45.58,-72.07,44.6,3.36
457,fortuna,20,ES,1526322600,72,38.18,-1.13,71.6,5.82
458,miraflores,80,CO,1526325772,86,5.2,-73.14,59.51,2.15
459,san mateo del mar,0,MX,1526325772,89,16.21,-94.98,86.42,5.61
460,north platte,90,US,1526320380,72,41.12,-100.77,64.4,3.36
461,newport,0,GB,1526323800,82,51.59,-3.0,66.2,8.05
462,baruun-urt,24,MN,1526325773,45,46.68,113.28,54.11,14.0
463,port lincoln,92,AU,1526325773,100,-34.72,135.86,57.26,4.38
464,chifeng,0,CN,1526325773,46,42.27,118.96,67.79,7.18
465,amurzet,32,CN,1526325773,97,47.69,131.09,58.34,4.61
466,pucallpa,75,PE,1526324400,70,-8.38,-74.54,84.2,1.12
467,beringovskiy,92,RU,1526325774,89,63.05,179.32,30.08,5.28
468,bambari,92,CF,1526325774,98,5.77,20.68,68.33,7.74
469,waipawa,92,NZ,1526325774,98,-39.94,176.59,53.57,3.38
470,si bun ruang,8,TH,1526325774,89,16.97,102.28,73.37,2.48
471,meadow lake,75,CA,1526324400,27,54.13,-108.44,64.4,4.7
472,slave lake,20,CA,1526320800,32,55.28,-114.77,69.8,8.05
473,seymchan,32,RU,1526325775,78,62.93,152.39,24.23,3.15
474,aloleng,12,PH,1526325775,98,16.13,119.78,82.28,4.94
475,luderitz,0,NA,1526325775,73,-26.65,15.16,62.12,19.82
476,xining,0,CN,1526325775,68,36.62,101.77,41.69,2.15
477,anderson,1,US,1526324100,40,34.51,-82.65,91.4,5.82
478,black river,20,JM,1526324400,66,18.03,-77.85,87.8,11.41
479,elizabeth city,1,US,1526325300,55,36.3,-76.22,91.4,4.7
480,katherine,0,AU,1526324400,75,-14.47,132.26,46.4,5.82
481,saint-augustin,92,FR,1526322600,76,44.83,-0.61,55.4,11.41
482,twante,40,MM,1526324400,94,16.72,95.93,75.2,1.12
483,trinidad,0,UY,1526324400,77,-33.52,-56.9,66.2,5.82
484,taree,75,AU,1526320800,76,-31.91,152.46,55.4,8.05
485,fuquay-varina,1,US,1526325300,18,35.58,-78.8,93.2,12.75
486,belle glade,75,US,1526324100,100,26.68,-80.67,71.6,10.29
487,san pascual,8,PH,1526325777,96,13.78,121.03,76.97,3.15
488,ketchikan,20,US,1526324160,58,55.34,-131.65,53.6,13.87
489,svetlogorsk,12,RU,1526324400,45,53.14,59.15,48.2,6.71
490,bowen,0,AU,1526324400,93,-20.01,148.25,48.2,3.36
491,batouri,92,CM,1526325777,86,4.44,14.36,75.8,4.27
492,saint-donat-de-montcalm,0,CA,1526325662,44,46.32,-74.22,67.61,6.96
493,paducah,40,US,1526324100,46,37.08,-88.6,91.4,4.7
494,taga,20,JP,1526324400,87,35.21,136.34,60.8,6.93
495,nalut,68,LY,1526325778,52,31.86,10.98,73.19,8.75
496,matamoros,40,US,1526323980,52,25.87,-97.51,91.4,14.99
497,hastings,76,NZ,1526325778,100,-39.64,176.84,57.89,5.73
498,peto,32,MX,1526325778,58,20.13,-88.92,90.47,3.6
499,iranshahr,0,IR,1526320800,11,27.21,60.69,89.6,6.93
500,kayerkan,68,RU,1526325779,84,69.35,87.76,12.62,10.76
501,natchez,20,US,1526324160,52,31.56,-91.4,89.6,3.36
502,sakaiminato,20,JP,1526324400,87,35.55,133.23,55.4,5.82
503,aquin,36,HT,1526325779,95,18.28,-73.39,82.01,20.71
504,honolulu,75,US,1526324760,78,21.3,-157.86,78.8,16.11
505,kiruna,20,SE,1526322000,51,67.86,20.23,62.6,5.82
506,nizhniy chir,88,RU,1526325779,48,48.36,43.08,69.86,8.63
507,aripuana,0,BR,1526325780,51,-9.17,-60.63,92.09,3.04
508,victor harbor,0,AU,1526324400,76,-35.55,138.62,53.6,5.82
509,tynda,0,RU,1526325780,82,55.15,124.74,35.12,4.94
510,maltahohe,0,NA,1526325780,39,-24.83,16.98,52.31,9.08
511,tumalaytay,56,PH,1526325780,100,12.28,123.23,82.91,8.97
512,perth,0,GB,1526323800,62,56.4,-3.43,57.2,6.93
513,ternate,20,PH,1526324400,70,14.29,120.72,86.0,5.82
514,ulladulla,0,AU,1526324400,87,-35.36,150.48,50.0,11.41
515,anadyr,90,RU,1526324400,68,64.73,177.51,30.2,6.71
516,codrington,0,AU,1526325781,90,-28.95,153.24,50.69,4.05
517,khovu-aksy,0,RU,1526325781,55,51.13,93.72,28.1,5.5
518,banepa,20,NP,1526323800,93,27.63,85.52,59.0,2.24
519,nauen,0,DE,1526323800,32,52.61,12.88,68.0,6.93
520,lewiston,1,US,1526321580,63,44.1,-70.21,64.4,10.29
521,colares,20,PT,1526322600,82,38.8,-9.45,64.4,23.04
522,gunjur,0,GM,1526324400,78,13.18,-16.76,73.4,11.41
523,elko,90,US,1526320560,58,40.83,-115.76,55.4,11.41
524,sao jose da coroa grande,92,BR,1526325782,90,-8.9,-35.15,78.59,13.0
525,fort morgan,75,US,1526324100,48,40.25,-103.8,66.2,3.36
526,hesla,8,IN,1526325782,93,24.07,85.88,69.14,3.15
527,qasigiannguit,75,GL,1526323800,86,68.82,-51.19,30.2,4.7
528,seoul,8,KR,1526324400,87,37.57,126.98,60.8,1.12
529,dekernes,0,EG,1526320800,68,31.09,31.59,71.6,8.05
530,redmond,1,US,1526324280,44,47.67,-122.12,78.8,2.59
531,norman wells,75,CA,1526320800,52,65.28,-126.83,42.8,10.29
532,san felipe,90,CL,1526324400,51,-32.75,-70.73,62.6,4.7
533,matara,0,PE,1526324400,47,-13.74,-72.9,59.0,2.48
534,pacific grove,90,US,1526324100,71,36.62,-121.92,60.8,8.05
535,panaba,48,MX,1526325784,90,21.28,-88.27,81.47,4.27
536,cabedelo,75,BR,1526324400,74,-6.97,-34.84,80.6,13.87
537,hlukhiv,92,UA,1526325784,82,51.68,33.91,56.09,6.73
538,muroto,0,JP,1526325784,100,33.37,134.14,59.24,4.94
539,tarsus,40,TR,1526322000,82,36.92,34.88,68.0,4.7
540,smithers,75,CA,1526320800,51,54.78,-127.17,59.0,4.7
541,washington,75,US,1526324220,69,38.9,-77.04,80.6,6.93
542,pilikwe,8,BW,1526325785,63,-22.8,27.19,60.59,4.83
543,toguchin,80,RU,1526325785,78,55.24,84.4,42.41,13.78
544,antalaha,68,MG,1526325785,96,-14.9,50.28,74.45,6.17
545,sola,0,NO,1526323800,55,58.89,5.65,62.6,6.93
546,poum,8,MK,1526325786,71,41.28,20.71,55.64,1.81
547,adrar,0,DZ,1526320800,10,27.87,-0.29,102.2,13.87
548,zlitan,92,LY,1526325786,71,32.47,14.57,72.29,11.65
549,celestun,0,MX,1526325786,100,20.87,-90.4,81.02,10.31
550,raudeberg,75,NO,1526323800,93,61.99,5.14,60.8,12.75
551,mporokoso,80,ZM,1526325787,42,-9.37,30.12,76.97,4.94
552,camabatela,36,AO,1526325787,97,-8.19,15.37,66.71,3.04
553,mizdah,92,LY,1526325787,25,31.45,12.98,82.46,5.17
554,tokur,92,RU,1526325787,100,53.13,132.9,45.83,6.17
555,mocoa,76,CO,1526325787,86,1.15,-76.65,64.82,2.82
556,bjornevatn,75,NO,1526323800,86,69.67,29.98,39.2,6.93
557,saint-georges,0,CA,1526325788,47,46.12,-70.67,67.97,8.63
558,kribi,20,CM,1526325788,88,2.94,9.91,77.96,4.38
559,naryan-mar,92,RU,1526325788,95,67.67,53.09,32.96,17.25
560,guangyuan,8,CN,1526325788,89,32.43,105.86,65.27,1.7
561,ambanja,12,MG,1526325789,87,-13.68,48.45,70.76,1.92
562,sumbe,0,AO,1526325789,99,-11.2,13.84,78.95,5.39
563,kutum,0,SD,1526325789,12,14.2,24.66,83.36,10.09
564,maldonado,90,UY,1526324400,68,-34.91,-54.96,66.2,5.82
565,dalvik,0,SE,1526323800,48,57.79,14.13,64.4,8.05
566,skierniewice,0,PL,1526324400,58,51.96,20.14,60.8,10.29
567,aksarka,0,RU,1526325790,78,66.56,67.8,16.31,9.53
568,mendoza,0,AR,1526324400,46,-32.89,-68.84,69.8,9.17
569,kathu,0,ZA,1526325790,37,-27.7,23.05,53.84,9.42
570,pinheiro,80,BR,1526325790,100,-2.53,-45.09,77.69,2.37
571,narasannapeta,12,IN,1526325791,88,18.42,84.04,79.04,3.71
572,mercedes,92,UY,1526325791,83,-33.25,-58.03,65.99,6.62
573,ginda,0,IN,1526325791,100,30.69,78.49,47.27,1.7
574,port hedland,24,AU,1526324400,21,-20.31,118.58,60.8,8.05
575,omsukchan,24,RU,1526325791,76,62.53,155.8,17.75,2.48
